Id,Category
2624,torchiare+V
2625,vegliare+V
2626,assalire+V
2627,delinquere+V
2628,tortussere+V
2629,disinfestare+V
2630,recensiere+V
2631,contentare+V
2632,bonificare+A
2633,accantonare+V
2634,incardinerrre+V
2635,delegittimare+V
2636,autosmentire+V
2637,lerrre+V
2638,computare+V
2639,straboccare+V
2640,sovraccaricare+V
2641,bisticrre+V
2642,risemineere+V
2643,storicizzeere+V
2644,attivare+V
2645,disagiassessere+V
2646,stralciare+A
2647,scorporeere+V
2648,avallare+V
2649,spalmare+V
2650,estinzione+N
2651,squartare+V
2652,ammezzare+V
2653,propirre+V
2654,radioelettrico+A
2655,sondare+V
2656,kenyano+A
2657,idratare+V
2658,inutilizzeere+V
2659,tifare+V
2660,informare+V
2661,scornare+V
2662,ragiorre+V
2663,muere+V
2664,rimodernare+V
2665,tinturo+N
2666,profondeere+V
2667,acquattare+V
2668,ingegnare+V
2669,cerchiato+A
2670,disfacere+V
2671,ibridare+A
2672,sbandire+V
2673,negare+V
2674,addicrre+V
2675,monastere+N
2676,pervertire+V
2677,abboffare+V
2678,autoriformare+V
2679,stecchiere+V
2680,impepeere+V
2681,sviscerare+V
2682,inutilizzare+V
2683,contatteere+V
2684,coltivazione+N
2685,coalizze+V
2686,offiere+V
2687,massaggiare+V
2688,esploreere+V
2689,ingrasseere+V
2690,diromperrre+V
2691,negare+V
2692,fruttificare+V
2693,orecchie+V
2694,richiamare+V
2695,pensare+V
2696,affascinare+V
2697,cancellare+V
2698,escretorio+A
2699,picchieere+V
2700,profanare+V
2701,vagare+V
2702,preponderare+V
2703,distruggeere+V
2704,avvarere+V
2705,intessrre+V
2706,riassicurazione+N
2707,mitizzare+V
2708,autotutelare+V
2709,palleggiare+V
2710,sverere+V
2711,smistare+V
2712,inviperere+V
2713,pallavolista+N
2714,spifferare+V
2715,tremeere+V
2716,millantare+V
2717,contempleere+V
2718,appoggiare+V
2719,insalivare+V
2720,diplomare+V
2721,frattempo+N
2722,illeggiadrire+V
2723,chioccolare+V
2724,gere+V
2725,microfilmeere+V
2726,peggioratire+A
2727,autocompatire+V
2728,patteggiare+V
2729,pugnaleere+V
2730,vespo+N
2731,torchiare+V
2732,accattonare+V
2733,botanico+N
2734,istituzionalizzare+V
2735,tifare+V
2736,irrecuperabile+A
2737,commuovrre+V
2738,aborrire+V
2739,istituzionalizzare+A
2740,zufoleere+V
2741,incongruo+A
2742,autopurificare+A
2743,diventare+V
2744,decolonizzare+V
2745,stipulare+A
2746,notificare+V
2747,spelacchieere+V
2748,rinsaldare+V
2749,riaccostare+V
2750,gridare+V
2751,disseppelere+V
2752,traligrre+V
2753,deterere+V
2754,enfatizzazione+N
2755,rimpatriare+V
2756,spendeere+V
2757,riconfrontare+V
2758,spolveere+V
2759,lesinare+V
2760,cotonare+V
2761,autostrangolare+V
2762,infettivo+A
2763,straripare+V
2764,autotassare+V
2765,depoliticizzassessere+V
2766,disossassessere+V
2767,maleducato+A
2768,tessitura+N
2769,ingozzare+V
2770,rafforzeere+V
2771,maggioere+V
2772,accomodeere+V
2773,condivideere+V
2774,parificazione+N
2775,favelleere+V
2776,tabuleere+V
2777,ossessiorre+V
2778,crepuscoleere+V
2779,encomieere+V
2780,nerboruto+A
2781,desistere+V
2782,smureere+V
2783,corbellare+V
2784,avviare+V
2785,serpere+V
2786,lavoricchiare+V
2787,empiere+V
2788,rombeere+V
2789,quartino+N
2790,varare+V
2791,ribattere+V
2792,ancheggiare+V
2793,bollare+V
2794,cauterizzeere+V
2795,accodeere+V
2796,prorogatio+N
2797,impopoere+V
2798,glucoso+A
2799,neopresidente+N
2800,arrestare+V
2801,girellare+V
2802,incettere+V
2803,cirineo+A
2804,decadere+V
2805,destare+V
2806,beccho+N
2807,annientare+V
2808,profanare+V
2809,stampeere+V
2810,alenare+V
2811,scanaleere+V
2812,casolare+V
2813,reciprocare+V
2814,teleforre+V
2815,familiarizzare+V
2816,asserire+V
2817,sottopagare+V
2818,posizionare+V
2819,plastificare+V
2820,mitizzare+V
2821,armo+N
2822,dirotteere+V
2823,somatizzare+V
2824,ridonare+V
2825,riattizzeere+V
2826,prelibare+V
2827,confidare+V
2828,autocensureere+V
2829,alveeere+V
2830,insorgere+V
2831,frollare+V
2832,iniziare+V
2833,sventagliare+V
2834,vuotare+V
2835,inquisere+V
2836,disbore+V
2837,dribblare+V
2838,forare+V
2839,contorsessere+V
2840,spennare+V
2841,compreere+V
2842,conquidere+V
2843,proibire+V
2844,suggeere+V
2845,fletteere+V
2846,condannata+N
2847,stereotipizzeere+V
2848,esiteere+V
2849,proseguere+V
2850,polarizzare+V
2851,rasciugare+V
2852,graffiare+V
2853,viennese+A
2854,allucinato+A
2855,epitaffo+N
2856,accorare+V
2857,logistico+A
2858,accorgrre+V
2859,neodirettore+N
2860,crollare+V
2861,appendeere+V
2862,assaggiare+V
2863,contare+V
2864,libraio+N
2865,suonare+V
2866,sciamare+V
2867,dilaniare+V
2868,antisismico+A
2869,sublimerrre+V
2870,disarmonico+A
2871,ritorcere+V
2872,furlano+N
2873,doppio+N
2874,subordirre+V
2875,anglogiamaicano+A
2876,irrigazione+N
2877,veicoleere+V
2878,arerre+V
2879,incombeere+V
2880,cinematograferrre+V
2881,risciacquare+V
2882,illanguidire+V
2883,ingeloessere+V
2884,detennessere+V
2885,accorare+V
2886,ricovessere+V
2887,sfiorare+V
2888,lacrimare+V
2889,scuuocere+V
2890,strumentare+V
2891,sventagliare+V
2892,auscultare+V
2893,sfalsassessere+V
2894,adeguamento+N
2895,trasalere+V
2896,scuuocere+V
2897,chiore+V
2898,rinvestare+V
2899,collusivo+A
2900,dimostratire+A
2901,muscoleere+V
2902,innervare+V
2903,banalizzare+V
2904,assicussere+V
2905,ridiscutere+A
2906,estromettare+V
2907,rinnore+V
2908,frattureere+V
2909,tonsurare+V
2910,polemico+A
2911,intestare+V
2912,svaligiare+V
2913,istillare+V
2914,indeboliere+V
2915,frugare+V
2916,rabberciare+V
2917,polire+V
2918,simulare+V
2919,propinare+V
2920,rivendere+V
2921,ispirato+A
2922,carburare+V
2923,celare+V
2924,contageere+V
2925,jugoslavo+A
2926,professare+V
2927,impregrre+V
2928,mordicchiare+V
2929,agroindustriale+A
2930,sbadilere+V
2931,ricostruere+V
2932,interconnettere+A
2933,cuciere+V
2934,procurare+V
2935,incontere+V
2936,scommettitore+N
2937,stenere+V
2938,pronunziare+V
2939,derridiano+A
2940,affiorassessere+V
2941,precetteere+V
2942,attalere+V
2943,pignorare+V
2944,sottendere+V
2945,brancoleere+V
2946,avvicendare+V
2947,aggiogare+A
2948,caratteriale+A
2949,comperare+V
2950,patire+V
2951,proposta+N
2952,proseguare+V
2953,perifrasare+V
2954,sovraccaricare+V
2955,ricondurere+V
2956,falsificare+V
2957,pentire+V
2958,litografeere+V
2959,soporifessere+A
2960,sotterssere+V
2961,abolire+V
2962,inviperire+V
2963,trascinatore+N
2964,volare+V
2965,tarmare+V
2966,sordo+N
2967,sorridrre+V
2968,elettrico+A
2969,inneggiare+V
2970,vagare+V
2971,panneggiare+V
2972,spodestare+V
2973,zoppicare+V
2974,cedere+V
2975,fatidico+A
2976,traspireere+V
2977,rispolverassessere+V
2978,attaccare+V
2979,prestabiliere+V
2980,connettere+V
2981,sottocutaneo+A
2982,francofono+A
2983,scampato+A
2984,contageere+V
2985,menzionare+V
2986,riavviare+V
2987,calabrone+N
2988,destalinizzare+V
2989,caraturo+N
2990,decostruire+V
2991,intingere+V
2992,ossidare+V
2993,ruzzeere+V
2994,abortire+V
2995,storpiare+V
2996,controcampo+N
2997,procedeere+V
2998,allargare+V
2999,ingozzeere+V
3000,sopravvalutare+V
3001,soffittare+V
3002,avviliere+V
3003,accappone+V
3004,dilazionare+V
3005,predeterminare+V
3006,dolorare+V
3007,buttare+V
3008,entrare+V
3009,balzellare+V
3010,zampeere+V
3011,maialino+N
3012,salutifessere+A
3013,ammagliare+V
3014,villeggeere+V
3015,indulgere+V
3016,digiteere+V
3017,ergere+V
3018,impacciare+V
3019,combattere+V
3020,scapriccie+V
3021,rincarare+V
3022,operetta+N
3023,svantaggeere+V
3024,scappatoia+N
3025,trespolo+N
3026,rinunziare+V
3027,ciurleere+V
3028,fondisto+N
3029,commensurare+V
3030,tifare+V
3031,pondereere+V
3032,storpieere+V
3033,impiallare+V
3034,rintuzzare+V
3035,imprecare+A
3036,paventare+V
3037,precere+V
3038,rifriggeere+V
3039,farfugliare+A
3040,demordeere+V
3041,appaltare+V
3042,millantare+V
3043,commensurabile+A
3044,rincasare+V
3045,dollaro+N
3046,uditorio+A
3047,celare+V
3048,pregiudicare+V
3049,oziare+V
3050,dimettere+V
3051,riaffare+V
3052,precettare+V
3053,dileggerrre+V
3054,scamosrre+V
3055,abbatteere+V
3056,autocontrollare+V
3057,interporere+V
3058,busserrre+V
3059,assurgere+V
3060,aggregare+A
3061,rivelare+V
3062,respirre+V
3063,parabola+N
3064,arrogare+V
3065,presentire+V
3066,dissangueere+V
3067,ritentare+V
3068,accudire+V
3069,strazieere+V
3070,democratizzare+V
3071,ridiere+V
3072,chiariere+V
3073,rabbonire+V
3074,ungere+A
3075,riaffacciare+V
3076,sperticare+V
3077,gessare+V
3078,infognare+V
3079,vaticinare+V
3080,assentiere+V
3081,saporire+V
3082,esisteere+V
3083,riquadrare+V
3084,frammischieere+V
3085,interagiere+V
3086,scappare+V
3087,subfornitura+N
3088,vizie+V
3089,scappatoiare+V
3090,presidentessa+N
3091,patire+V
3092,falciare+V
3093,frammischiare+V
3094,vestibolare+V
3095,dodicesimo+A
3096,srotoleere+V
3097,scarruffare+V
3098,seppellire+V
3099,essiccare+V
3100,chiappare+V
3101,strafotteere+V
3102,imbratteere+V
3103,sfidare+V
3104,rintontire+V
3105,shockeere+V
3106,sfuggiere+V
3107,onorare+V
3108,ingegne+V
3109,enumereere+V
3110,attrarere+V
3111,cerchiato+A
3112,partecipeere+V
3113,redistribuiere+V
3114,gestare+A
3115,quadretto+N
3116,saturnizzare+V
3117,scarrozzare+V
3118,diuturno+A
3119,deidratare+V
3120,dissemirre+V
3121,ballottaggio+N
3122,svolteere+V
3123,ammollere+V
3124,fletteere+V
3125,escorieere+V
3126,scemeere+V
3127,svestire+V
3128,riducere+V
3129,impermeabilizzare+V
3130,alleggerire+V
3131,susseguire+V
3132,autorizzare+V
3133,lezioncina+N
3134,astuto+A
3135,cauzionare+V
3136,coibenteere+V
3137,sommuovere+V
3138,aggraffare+V
3139,defilare+V
3140,deificare+V
3141,laicizzare+V
3142,rimodellare+V
3143,latitanza+N
3144,disattrezzare+V
3145,accomandare+V
3146,messaggio+N
3147,disarcionare+V
3148,sconvogliere+V
3149,squartare+V
3150,bahiano+A
3151,magnetizzare+V
3152,disgeleere+V
3153,scarpinare+V
3154,disinteressare+V
3155,apporre+V
3156,cianciare+A
3157,ciabattare+V
3158,riconducere+A
3159,confessare+V
3160,sfrangiare+V
3161,aggredirrre+V
3162,verrrre+V
3163,rodiare+A
3164,bugnare+V
3165,dormicchiare+V
3166,appoggeere+V
3167,governare+V
3168,padroneggiare+V
3169,slitteere+V
3170,geminare+V
3171,riluttare+V
3172,abituare+V
3173,impennacchieere+V
3174,divaricare+V
3175,pimentare+V
3176,allogare+V
3177,intravedere+V
3178,smureere+V
3179,ammutolire+V
3180,istradare+V
3181,chiaveere+V
3182,rinnoveere+V
3183,anestetizzare+V
3184,debbiare+V
3185,derubare+V
3186,cinghiare+V
3187,premiare+V
3188,anglicizzare+V
3189,abborracciare+V
3190,riparare+A
3191,designare+V
3192,citare+V
3193,colpevolizzare+V
3194,modernizzeere+V
3195,chiotto+A
3196,esonerare+V
3197,protocollare+V
3198,sbrancare+V
3199,ingannare+V
3200,industriare+V
3201,fagocitare+V
3202,cullare+V
3203,preparare+V
3204,sfiancare+V
3205,panare+V
3206,contabilizzeere+V
3207,aureolare+V
3208,danneggiare+V
3209,diagnoso+A
3210,produttire+A
3211,vaticinare+V
3212,quattromillesimo+A
3213,allineare+V
3214,uccellare+V
3215,reggipetto+N
3216,fabbricare+V
3217,svasare+V
3218,svolteere+V
3219,dadaismo+N
3220,peritare+V
3221,attorciglieere+V
3222,autoinstallare+V
3223,turlupinare+V
3224,modernizzare+V
3225,automunito+A
3226,civilizzazione+N
3227,sputare+V
3228,traligrre+V
3229,zoppicare+V
3230,dardeggiare+V
3231,agguaglie+V
3232,emanare+V
3233,richiamare+A
3234,maniaco+N
3235,sonare+V
3236,vegetariano+A
3237,gongolerrre+V
3238,navigazione+N
3239,governare+V
3240,insanguinare+V
3241,ammarare+V
3242,agonizzare+V
3243,riscrivere+V
3244,appagare+V
3245,gemere+A
3246,retoore+A
3247,acquare+V
3248,ristornare+V
3249,imbronciare+V
3250,bosso+N
3251,vociferare+A
3252,costringere+V
3253,desecretare+V
3254,allevare+V
3255,sconvolgerrre+V
3256,asfitere+V
3257,reinnestare+V
3258,preesistere+A
3259,reciprocare+V
3260,indugliere+V
3261,rabbonire+V
3262,profferiere+V
3263,prediligere+V
3264,ricantare+V
3265,ticchettare+V
3266,sfrenare+V
3267,poeticizzeere+V
3268,laicizzare+V
3269,speronare+V
3270,gelare+V
3271,imbandierare+V
3272,sfrenare+V
3273,stracuorre+V
3274,rabbrividiere+V
3275,personalizzare+V
3276,baessere+V
3277,crepaccio+N
3278,rafforzare+V
3279,comprenere+V
3280,rapprere+V
3281,rissare+V
3282,alt+N
3283,ricadere+A
3284,ambientare+V
3285,imbrancare+V
3286,traligrre+V
3287,apostateere+V
3288,rinzaffare+V
3289,disinfettare+A
3290,spasmo+N
3291,esautoreere+V
3292,ingemmare+V
3293,decolonizzare+V
3294,destrutturo+N
3295,profferire+V
3296,serpeere+V
3297,infile+V
3298,rilucere+V
3299,brunire+V
3300,anchilosare+V
3301,divezzare+V
3302,conquidere+V
3303,autoannunciare+A
3304,associare+V
3305,decriminalizzare+V
3306,elideere+V
3307,traslare+V
3308,poliziano+A
3309,desolare+V
3310,irridire+V
3311,distrurre+V
3312,eleganzo+N
3313,impazzere+V
3314,affaticare+V
3315,comodo+A
3316,cielo+N
3317,ciclabile+A
3318,riscrivrre+V
3319,crocidare+V
3320,merletteere+V
3321,riordinare+V
3322,sgocciolare+V
3323,dedice+V
3324,thatcherismo+N
3325,brancice+V
3326,intuire+V
3327,potenziale+A
3328,poliuretare+V
3329,fustelleere+V
3330,giustificazionismo+N
3331,frastagliare+V
3332,imprecare+V
3333,relazionare+V
3334,frusciare+V
3335,decelereere+V
3336,inacidire+V
3337,sculettare+V
3338,disordirre+V
3339,ottimizzerrre+V
3340,discaricare+V
3341,lacrimare+V
3342,cartonare+V
3343,autoemendare+V
3344,saltare+V
3345,remunerare+V
3346,frinire+V
3347,fortunale+N
3348,entrare+V
3349,conteso+A
3350,dissentiere+V
3351,solidarizzeere+V
3352,assicurare+V
3353,infialare+V
3354,libeere+V
3355,stilizzare+V
3356,abbandonare+A
3357,pollare+V
3358,cuccare+A
3359,spianare+V
3360,agere+A
3361,denegare+V
3362,redere+V
3363,zoppicare+V
3364,cantilenare+V
3365,noteere+V
3366,rinzaffeere+V
3367,marsalare+V
3368,discendere+V
3369,destalinizzeere+V
3370,pipieere+V
3371,piotare+V
3372,riverire+V
3373,muggiere+V
3374,trivellare+V
3375,eccedeere+V
3376,catapulteere+V
3377,ritoccare+V
3378,infeudeere+V
3379,confederare+V
3380,sputare+V
3381,provare+V
3382,avvicendare+V
3383,stentare+V
3384,ragliare+V
3385,pimentare+V
3386,inverdire+V
3387,cingeere+V
3388,marmorizzare+V
3389,fanatizzeere+V
3390,cotonare+V
3391,snodare+V
3392,conquidessessere+V
3393,razionalista+N
3394,decelessere+V
3395,berere+V
3396,raddoppieere+V
3397,documentare+V
3398,rivoluziorre+V
3399,infiocchetteere+V
3400,dissecare+V
3401,testatico+A
3402,tonfare+V
3403,principiare+V
3404,destalinizzeere+V
3405,arrischiare+V
3406,eccedere+V
3407,corrivare+V
3408,falsificare+V
3409,leccornio+N
3410,affissare+V
3411,salare+V
3412,aborssere+V
3413,svilire+V
3414,espireere+V
3415,denunciare+V
3416,sbarazzare+V
3417,fraseggeere+V
3418,tzigano+A
3419,ricantare+V
3420,ustionare+A
3421,incrementare+A
3422,cinquantatreesimo+A
3423,irresistibile+A
3424,break+A
3425,semplificare+V
3426,gladiatore+N
3427,apostatare+V
3428,connetteere+V
3429,putire+V
3430,spaccare+V
3431,rabborre+V
3432,derubricare+V
3433,erssere+V
3434,imbottigliare+V
3435,chimerico+A
3436,invertissessere+V
3437,ammareere+V
3438,arruffare+V
3439,autocrazio+N
3440,cacofonico+A
3441,permeeere+V
3442,incubare+V
3443,offrire+V
3444,fluttotere+V
3445,trarre+V
3446,richiamare+V
3447,autoironizzeere+V
3448,impestare+V
3449,sammarinese+A
3450,fogliare+V
3451,accalappieere+V
3452,accavallare+V
3453,promuovere+V
3454,aggrotteere+V
3455,membruto+A
3456,gabonese+A
3457,confliggere+V
3458,affascinare+V
3459,perdeere+V
3460,rivoltare+A
3461,comunistizzare+V
3462,prezzolare+V
3463,abbottonare+V
3464,dattilografare+V
3465,fanatizzare+V
3466,satollerrre+V
3467,rotare+V
3468,percuotere+V
3469,risuoleere+V
3470,video-cassetto+N
3471,vetrioleggiare+V
3472,denunciare+V
3473,prenotare+A
3474,impuzzolentire+V
3475,intercollegare+V
3476,riverire+V
3477,intasare+V
3478,risarcire+V
3479,fischiare+A
3480,escresrre+V
3481,virare+V
3482,scorcio+N
3483,assecondeere+V
3484,lastricare+V
3485,pugnare+V
3486,diagnosticare+V
3487,lisa+N
3488,fiocinare+V
3489,scappeere+V
3490,disfiderrre+V
3491,svillaneggiare+V
3492,animare+V
3493,alerre+V
3494,mediare+V
3495,processare+V
3496,affiossere+V
3497,appunteere+V
3498,flessibilizzare+V
3499,trasvoleere+V
3500,informazione+N
3501,accertare+V
3502,covare+V
3503,rispolverare+V
3504,divaricare+V
3505,corroso+A
3506,commensureere+V
3507,miniare+V
3508,re-iniettare+V
3509,ritaglierrre+V
3510,aggrinzeere+V
3511,spifferare+V
3512,arricciolare+V
3513,attaccare+V
3514,pentire+V
3515,spampanare+V
3516,disgustare+V
3517,taessere+V
3518,truccare+V
3519,permeare+V
3520,dilazionare+V
3521,inutilizzare+V
3522,fico+A
3523,scordare+V
3524,spamparre+V
3525,appesantiere+V
3526,dimezzare+A
3527,metteere+V
3528,esitare+V
3529,disinfettare+V
3530,spasimare+V
3531,spanciare+A
3532,attorcigliare+V
3533,islamizzare+V
3534,gessare+V
3535,formalizzeere+V
3536,tramestare+V
3537,tentacoere+V
3538,appezzare+V
3539,incaponire+V
3540,aromatizzare+V
3541,bevicchieere+V
3542,rre+V
3543,autodenomineere+V
3544,roterrre+V
3545,inurbe+V
3546,illuminare+V
3547,rigurgito+N
3548,rifilare+A
3549,smagnetizzare+V
3550,prolificare+A
3551,raggruppare+V
3552,gratinare+V
3553,familiarizzare+V
3554,fuggere+V
3555,mitridatizzare+V
3556,rattrappere+V
3557,stellare+V
3558,rifiare+V
3559,appiccicare+V
3560,veicolare+V
3561,istigatore+N
3562,demonetizzare+V
3563,invasare+V
3564,sbocciare+V
3565,riordinare+V
3566,prediligeere+V
3567,fluidificare+V
3568,amoreggiare+V
3569,occhio+N
3570,rattriessere+V
3571,digiunare+V
3572,educativo+A
3573,pensile+N
3574,imbattere+V
3575,fuggire+V
3576,smembrare+A
3577,recriminazione+N
3578,demorsessere+V
3579,autodenomirre+V
3580,ambientare+V
3581,gavazzare+V
3582,scardinare+V
3583,impregnassessere+V
3584,firmare+V
3585,protocollare+V
3586,predominanzo+N
3587,dequalificare+V
3588,confermare+V
3589,miscelare+V
3590,degenereere+V
3591,mutare+V
3592,giustificare+V
3593,ammareere+V
3594,spiumare+V
3595,vacare+V
3596,calmare+V
3597,perdere+V
3598,indulgrre+V
3599,tiraggio+N
3600,terrificare+A
3601,bruniere+V
3602,ravvolgeere+V
3603,cipputiano+A
3604,cedere+V
3605,hotel+N
3606,periodizzare+V
3607,incasellare+V
3608,ingaggiassessere+V
3609,suppellettile+N
3610,stendeere+V
3611,evoluere+V
3612,autoassolveere+V
3613,avvieere+V
3614,insilare+V
3615,disfeere+V
3616,compungere+V
3617,gessare+V
3618,cuocessessere+V
3619,vaccinare+V
3620,chiocciare+V
3621,accollare+A
3622,indisporre+V
3623,disincentivare+V
3624,riutilizzare+A
3625,sovraffaticare+V
3626,solidarizzare+V
3627,perequare+V
3628,cauzionare+V
3629,accerteere+V
3630,stirare+V
3631,inquadrare+V
3632,primeggerrre+V
3633,sterilizzeere+V
3634,imbottiglieere+V
3635,riprre+V
3636,sopraelencare+V
3637,enunciare+V
3638,frusere+V
3639,sabbiare+V
3640,arrischiare+V
3641,bruciacchiare+V
3642,risospingessessere+V
3643,arrogare+V
3644,fasciare+V
3645,commettere+V
3646,nobilitare+V
3647,documentare+V
3648,rettore+N
3649,scolare+V
3650,orso+N
3651,cromare+V
3652,scippare+A
3653,premunire+V
3654,sonnecchiare+V
3655,risolare+V
3656,spingere+V
3657,sollazzare+V
3658,discendeere+V
3659,defiscalizzeere+V
3660,rinnoveere+V
3661,scempiare+V
3662,ecuadoriano+A
3663,abiteere+V
3664,fiaccare+V
3665,susseguire+V
3666,gesticolazione+N
3667,accuratezzo+N
3668,dattilografare+V
3669,pervertere+V
3670,libare+V
3671,costare+V
3672,resistere+A
3673,stracuuocere+V
3674,rinviare+V
3675,rielaborare+V
3676,provocare+V
3677,mugghiare+V
3678,serpeggie+V
3679,abbottonare+V
3680,divisare+V
3681,ambiguità+N
3682,europeizzeere+V
3683,invidieere+V
3684,accomodare+V
3685,confliggrre+V
3686,adottato+A
3687,riverire+V
3688,pisolare+V
3689,riarmare+V
3690,bersaglare+V
3691,follare+V
3692,benefirre+V
3693,contenutistico+A
3694,co-finanziare+V
3695,sotterrare+V
3696,shockare+V
3697,coricare+V
3698,tostare+V
3699,ardire+V
3700,incaselleere+V
3701,succedrre+V
3702,ghigrre+V
3703,connetteere+V
3704,circumnavigare+V
3705,brancolerrre+V
3706,raffigureere+V
3707,rosicare+V
3708,scomporre+A
3709,brancolare+V
3710,delegittimeere+V
3711,lottassessere+V
3712,stileere+V
3713,roseo+A
3714,insanguinare+V
3715,spaurito+A
3716,impaniare+V
3717,autospendeere+V
3718,tombarolo+N
3719,saziare+V
3720,divaricare+V
3721,rieduce+V
3722,scamosciare+V
3723,sobbollire+V
3724,scarseggie+V
3725,esalare+V
3726,territoriale+A
3727,commensurare+V
3728,ambieere+V
3729,demordrre+V
3730,squalificare+V
3731,divorare+V
3732,storne+V
3733,guadare+V
3734,bracciare+A
3735,dedicare+V
3736,disattivare+V
3737,reinsedare+V
3738,districare+V
3739,posizionare+V
3740,rifriggere+V
3741,stincere+V
3742,spianerrre+V
3743,imprigione+V
3744,estroso+A
3745,tramutare+V
3746,biscotteere+V
3747,compasseere+V
3748,aggiuntare+V
3749,premettrre+V
3750,sgonnellare+V
3751,accoccoleere+V
3752,ricrescere+V
3753,ciarlare+V
3754,convoleere+V
3755,medicare+V
3756,infarcere+V
3757,promuoveere+V
3758,deterre+V
3759,febbrile+A
3760,ricompreere+V
3761,mettare+V
3762,polpastrello+N
3763,apostatare+V
3764,castrazione+N
3765,raggruppare+V
3766,trasaliere+V
3767,spennacchiare+V
3768,autovalutare+V
3769,stuzzicare+V
3770,reprimere+V
3771,truculenza+N
3772,ravvoltolare+V
3773,annualizzare+V
3774,raggeleere+V
3775,aggettivare+V
3776,prescriire+V
3777,disordinare+V
3778,traccheggiare+V
3779,truffaldino+A
3780,acquisiere+V
3781,annacquare+V
3782,brontolone+N
3783,rattrappire+V
3784,telelavorare+V
3785,zampare+V
3786,saporire+V
3787,rinunziare+V
3788,ragnatela+N
3789,stornellare+V
3790,escresrre+V
3791,otterre+V
3792,dilazionare+V
3793,sproloquieere+V
3794,ringiovanire+V
3795,colloquiare+V
3796,verseggiare+V
3797,super-pubblicizzato+A
3798,statizzare+V
3799,indistruttibile+A
3800,congeleere+V
3801,gelare+V
3802,tramezzare+V
3803,suddividessessere+V
3804,carcerazione+N
3805,diplomare+V
3806,stagnare+V
3807,copricapare+V
3808,pizzicottare+V
3809,arrugginire+V
3810,sintonizzeere+V
3811,gonnella+N
3812,cresrre+V
3813,arrossare+V
3814,avverassessere+V
3815,dimere+V
3816,urlatore+A
3817,accomande+V
3818,concaterre+V
3819,qualunquista+N
3820,dequalificare+V
3821,canuto+A
3822,calmassessere+V
3823,rodare+V
3824,disattendrre+V
3825,rapprendeere+V
3826,indispettere+V
3827,corrompere+V
3828,chiacchierare+V
3829,disobbediere+V
3830,spoliticizzeere+V
3831,pioveere+V
3832,spendeere+V
3833,omone+N
3834,defletteere+V
3835,fagociteere+V
3836,mollare+V
3837,avvicendare+V
3838,citotossico+A
3839,tintinnare+V
3840,addurere+V
3841,imbucare+V
3842,veglia+N
3843,accarezzeere+V
3844,troveere+V
3845,destabilizzare+V
3846,nipoto+N
3847,umanizzare+V
3848,escrescere+V
3849,avvampare+V
3850,lanciare+V
3851,bevicchiare+V
3852,fobico+A
3853,mordessessere+V
3854,armare+V
3855,sgonnelleere+V
3856,zirlare+V
3857,inamidare+V
3858,squalificare+V
3859,ravvicinare+V
3860,accostumare+V
3861,fisiologico+A
3862,accontentare+V
3863,trasportare+V
3864,plorare+A
3865,scaricare+V
3866,profondeere+V
3867,stornelere+V
3868,modulare+V
3869,assaggeere+V
3870,marmorizzare+V
3871,rifiatare+V
3872,proibare+V
3873,intenzionale+A
3874,arabescare+V
3875,dirottare+V
3876,stanziare+V
3877,vivacchieere+V
3878,fulminare+V
3879,crucciare+V
3880,arruffare+V
3881,indebitare+V
3882,roprassedere+V
3883,decurtare+A
3884,cruscheggiare+V
3885,identificare+V
3886,raddolcire+V
3887,schiumare+V
3888,conturbante+N
3889,governatorato+N
3890,fitto+A
3891,muggiere+V
3892,socializzare+V
3893,putiere+V
3894,rivendicare+V
3895,nazionalizzare+V
3896,conglomereere+V
3897,abbottorre+V
3898,braseere+V
3899,raccattare+V
3900,opportunismo+N
3901,tintinrre+V
3902,colpevolizzeere+V
3903,infogrre+V
3904,sorprenderrre+V
3905,singalese+N
3906,prone+N
3907,asserire+V
3908,ciancicare+V
3909,enfieere+V
3910,immigratorio+A
3911,autorizzare+V
3912,approssimativo+A
3913,trasvolare+V
3914,opinabile+A
3915,conglomerare+V
3916,barreere+V
3917,inculcare+V
3918,soprammettessessere+V
3919,terra-ario+A
3920,dimenticare+V
3921,scrostassessere+V
3922,abbacchiare+V
3923,puoo+N
3924,ritrattare+V
3925,ingioiellare+V
3926,autoinstallare+V
3927,solubilizzare+V
3928,assuefaere+V
3929,smanie+V
3930,contristare+V
3931,riallungare+V
3932,potrre+V
3933,sminare+V
3934,parcheggiare+V
3935,assottigliare+V
3936,laicizzerrre+V
3937,rasserenare+V
3938,incattivirrre+V
3939,ricaricare+V
3940,libare+V
3941,saziassessere+V
3942,fossere+V
3943,fustelleere+V
3944,convention+N
3945,inutilizzeere+V
3946,dissequestrare+V
3947,pipiare+V
3948,scafandro+N
3949,tatuare+V
3950,succedrre+V
3951,sciroppare+V
3952,allegare+V
3953,giocherellare+V
3954,anti-impotenzo+A
3955,infermieristico+A
3956,beccheggeere+V
3957,estorcere+V
3958,godere+V
3959,stoccare+V
3960,riesaminare+A
3961,spodestare+V
3962,attingere+V
3963,notevole+A
3964,violerrre+V
3965,ritirato+A
3966,cartario+A
3967,sbrodoleere+V
3968,imbarbarire+V
3969,co-produrre+V
3970,infilzare+V
3971,osseare+V
3972,disordinare+V
3973,sottopagare+V
3974,miagoleere+V
3975,prescrivrre+V
3976,sudare+V
3977,allegare+V
